Chappelow,Chappelowe,Chappellow,Chappellowe,Chappelo,Chappells,,,,,,,,,,,,,,,
Charlebeck,,,,,,,,,,,,,,,,,,,,
Charlton,Charleton,Charatone,,,,,,,,,,,,,,,,,,
Charmer,,,,,,,,,,,,,,,,,,,,
Chat,,,,,,,,,,,,,,,,,,,,
Chater,Chator,Chatter,Chaiter,Chaitor,Chaitter,Charter,Chayter,Chaytor,Chayttor,Cheter,,,,,,,,,,
Chatman,Chottman,,,,,,,,,,,,,,,,,,,
Chatton,,,,,,,,,,,,,,,,,,,,
Cheesbrough,Cheasbrough,,,,,,,,,,,,,,,,,,,
Chernside,Cherisyde,,,,,,,,,,,,,,,,,,,
Chessell,Chissell,Chyssell,,,,,,,,,,,,,,,,,,
Chester,,,,,,,,,,,,,,,,,,,,
Chicken,Chickenne,Chickin,Chekin,,,,,,,,,,,,,,,,,
Chilton,Chiltone,Chillton,Chylton,Chelton,Cilton,Chelon,,,,,,,,,,,,,,
Chipchase,Chipchasse,Chipchaise,Chipcheise,Chipches,Chipchess,Chipchesse,Chepchesse,Chipchas,Chypchese,Chipsyde,Chichaise,,,,,,,,,
Chippey,,,,,,,,,,,,,,,,,,,,
Chiswick,Cheswick,,,,,,,,,,,,,,,,,,,
Cholmeley,Cholmlay,Chomley,,,,,,,,,,,,,,,,,,
Chorkobor,,,,,,,,,,,,,,,,,,,,
Chrisop,Chirsopp,Chirsop,,,,,,,,,,,,,,,,,,
Christell,,,,,,,,,,,,,,,,,,,,
Christon,Criston,Christan,,,,,,,,,,,,,,,,,,
Christopher,Christofer,Christpofer,Christer,,,,,,,,,,,,,,,,,
Church,,,,,,,,,,,,,,,,,,,,
Churchyard,Chuchart,,,,,,,,,,,,,,,,,,,
Clark,Clarke,Clarck,Clarcke,Clarce,Clerck,Clerk,Clerke,,,,,,,,,,,,,
Clarkson,Clarckson,Clarkeson,Clerkson,Clarson,,,,,,,,,,,,,,,,
Clarvis,Clarvax,Clarvasse,,,,,,,,,,,,,,,,,,
Claxton,Claxtone,Claxtonn,Claxtonne,Claxston,,,,,,,,,,,,,,,,
Clay,,,,,,,,,,,,,,,,,,,,
Clayton,Claiton,Claton,Clatone,Cleton,,,,,,,,,,,,,,,,
Cleasby,Cleasbye,Cleisbey,Cleisbie,Cleysebye,,,,,,,,,,,,,,,,
Clement,Clemant,Clemet,Clemmet,,,,,,,,,,,,,,,,,
Clementson,Clemertson,,,,,,,,,,,,,,,,,,,
Cleveland,,,,,,,,,,,,,,,,,,,,
Cliburn,Clibburn,Clibburne,Clibborne,Clebburne,Cleburn,Clibbron,Clibbrone,Clibbronne,Clibbrun,Clarkburne,,,,,,,,,,
Cliff,Cliffe,Clife,,,,,,,,,,,,,,,,,,
Clifton,Cliffton,Cliftonn,Clyfton,,,,,,,,,,,,,,,,,
Close,Closse,Cloose,,,,,,,,,,,,,,,,,,
Clough,Cloughe,Clowghe,Cleughe,Clughe,Clewghe,Cluth,Clew,,,,,,,,,,,,,
Coates,Coats,Coate,,,,,,,,,,,,,,,,,,
Coatsworth,Coatsforth,Coatfurth,Cotsworth,Cotforthe,Cotsworthe,Cotesworth,Cotsforth,Cotsfourth,Cotisworth,Coltsforth,Cottysworth,Cottesforth,Cotesforthe,Cotewoth,Cootesworth,Cotesforth,Cottsworth,Cotsforthe,,
Cock,Cocke,,,,,,,,,,,,,,,,,,,
Cockbroath,Cockebroathe,,,,,,,,,,,,,,,,,,,
Cocker,,,,,,,,,,,,,,,,,,,,
Cockeram,Cougheram,,,,,,,,,,,,,,,,,,,
Cockerell,Cockrell,Cokkerell ,Cockerelt,Kokerhell,,,,,,,,,,,,,,,,
Cockey,,,,,,,,,,,,,,,,,,,,
Cockfield,Cockfielde,Cockfeild,,,,,,,,,,,,,,,,,,
Cocksay,Coksaye,Cocksaie,,,,,,,,,,,,,,,,,,
Cockson,Cocksonne,Cocson,Cockesson,Cokesson,Cokson,Coksonne,Coxon,Coxen,,,,,,,,,,,,
Coden,,,,,,,,,,,,,,,,,,,,
Codling,,,,,,,,,,,,,,,,,,,,
Cogarth,Cogarthe,,,,,,,,,,,,,,,,,,,
Cogdon,Cogden,,,,,,,,,,,,,,,,,,,
Cole,Coale,Coalle,Colle,Coole,Cooll,Coll,Coyll,Coles,Coals,,,,,,,,,,,
Coleman,Collman,Colman,Colmer,,,,,,,,,,,,,,,,,
Coleson,Cooleson,Coolson,Coolsonne,Coulson,Coulsonn,Coullson,Cowlson,Cowlsonn,Cowelson,Cowieson,Cowleson,Cowlesone,Cowlsonne,Cowson,Colson,Colsonne,Collson,Collsonne,,
Colledge,Colledg,,,,,,,,,,,,,,,,,,,
Collier,Collyer,Colyere,,,,,,,,,,,,,,,,,,
Collin,Colling,Collinge,Colinge,Collen,Collyn,Collyne,Colyn,,,,,,,,,,,,,
Collingwood,Collingwoude,Collingwode,Collingwod,Collingewoodd,Collinwod,Collinwode,Collinwood,,,,,,,,,,,,,
Collinson,Collingson,Collison,Collyson,Colison,Colyson,,,,,,,,,,,,,,,
Collworth,Collerwoth,,,,,,,,,,,,,,,,,,,
Colmore,Collenore,,,,,,,,,,,,,,,,,,,
Colpitts,Coalepit,Colpots,Colepots,Cooleput,,,,,,,,,,,,,,,,
Colsell,,,,,,,,,,,,,,,,,,,,
Colston,,,,,,,,,,,,,,,,,,,,
Colt,Coulte,,,,,,,,,,,,,,,,,,,
Coltman,Coltmane,Cooltman,Coultman,Coultmane,Cowlteman,Cowtman,Cowteman,,,,,,,,,,,,,
Compley,Completo,,,,,,,,,,,,,,,,,,,
Compton,,,,,,,,,,,,,,,,,,,,
Conmen,Conman,,,,,,,,,,,,,,,,,,,
Conn,Con,,,,,,,,,,,,,,,,,,,
Constable,,,,,,,,,,,,,,,,,,,,
Conyers,Conyars,Conyeares,Conyer,Conyeres,Coniers,,,,,,,,,,,,,,,
Cook,Cooke,Coock,Coocke,Coke,Couke,Cowke,,,,,,,,,,,,,,
Cookson,Cooksonn,Cooksonne,Cookeson,Coockson,Caksonn,,,,,,,,,,,,,,,
Cooly,Coolye,Coolyn,Coullye,,,,,,,,,,,,,,,,,
Cooper,Coowper,Couper,Coupper,Cowper,Cowpper,,,,,,,,,,,,,,,
Cootes,Coots,Cootts,Coot,,,,,,,,,,,,,,,,,
Copeland,Coopeland,Cooplande,Copland,Coplande,Coupland,Couplande,Cowpland,,,,,,,,,,,,,
Copp,,,,,,,,,,,,,,,,,,,,
Copper,,,,,,,,,,,,,,,,,,,,
Copperthwaite,Copperwhait,Coperwhait,Coppwhait,Copwhait,Coperwa,Copirwookes,,,,,,,,,,,,,,
Coppes,,,,,,,,,,,,,,,,,,,,
Coppie,Copie,Coppye,,,,,,,,,,,,,,,,,,
Corbell,Corbel,Carbell,,,,,,,,,,,,,,,,,,
Corbet,,,,,,,,,,,,,,,,,,,,
Corbrey,Corberew,,,,,,,,,,,,,,,,,,,
Corbridge,Corbrigg,,,,,,,,,,,,,,,,,,,
Corby,Corbye,Corbey,Corbie,,,,,,,,,,,,,,,,,
Corker,Coker,,,,,,,,,,,,,,,,,,,
Corky,Corklye,,,,,,,,,,,,,,,,,,,
Corner,Cornor,,,,,,,,,,,,,,,,,,,
Cornforth,Cornforthe,Cornfurth,Corneforth,Corneforthe,,,,,,,,,,,,,,,,
Corrie,Corrye,Corro,,,,,,,,,,,,,,,,,,
Coterell,,,,,,,,,,,,,,,,,,,,
Cotes,Cots,Cote,Cotts,Cottes,Coyttes,,,,,,,,,,,,,,,
Cotney,Cotnay,Coittney,,,,,,,,,,,,,,,,,,
Cottam,Coutoome,,,,,,,,,,,,,,,,,,,
Cottenham,Cotnamye,,,,,,,,,,,,,,,,,,,
Cotton,,,,,,,,,,,,,,,,,,,,
Coulthard,Coultard,Coltard,Colterd,Coltehird,Colthead,Coterd,Cotherd,Colthtrod,Coutherde,Couthheard,Cowlthird,Cowterd,Cowterde,Cowtherd,Cowthert,Cowetheard,Cowetherde,,,
Coulton,Colton,,,,,,,,,,,,,,,,,,,
Coundon,Condon,,,,,,,,,,,,,,,,,,,
Courte,,,,,,,,,,,,,,,,,,,,
Couter,,,,,,,,,,,,,,,,,,,,
Coutman,Cootman,Coutmane,,,,,,,,,,,,,,,,,,
Coverley,,,,,,,,,,,,,,,,,,,,
Coward,Cowarde,Cowarte,Coweard,Cowerd,Cowert,Cowherd,Cowhird,Cowhoord,Cowetheard,Cowetherde,Cowheard,Cowhearde,Cowhord,,,,,,,
Cowburn,Cowborn,,,,,,,,,,,,,,,,,,,
Cowbrough,Cowbroth,,,,,,,,,,,,,,,,,,,
Cowdy,Coudie,,,,,,,,,,,,,,,,,,,
Cowing,Cowinge,,,,,,,,,,,,,,,,,,,
Cowley,Cowleye,Cowlie,Cowle,Courle,Cowllye,Cowlye,,,,,,,,,,,,,,
Cowling,Cowlinge,Cowlyng,,,,,,,,,,,,,,,,,,
Cowp,,,,,,,,,,,,,,,,,,,,
Cowston,,,,,,,,,,,,,,,,,,,,
Cowvaie,,,,,,,,,,,,,,,,,,,,
Coy,Coye,,,,,,,,,,,,,,,,,,,
Coying,,,,,,,,,,,,,,,,,,,,
Cracken,Cracon,,,,,,,,,,,,,,,,,,,
Craddock,Cradock,Cradocke,Cradaw,Cradow,Crawdoe,,,,,,,,,,,,,,,
Crafton ,,,,,,,,,,,,,,,,,,,,
Cragg,Cragge,Crag,Crage,Craggs,Cragges,Crags,Crages,,,,,,,,,,,,,
Craggell,Cragell,,,,,,,,,,,,,,,,,,,
Crake,Craike,Creake,,,,,,,,,,,,,,,,,,
Crakedrake,,,,,,,,,,,,,,,,,,,,
Crakelt,Craickelt,Craikelt,Craikell,Crackelt,,,,,,,,,,,,,,,,
Cramer,Crame,,,,,,,,,,,,,,,,,,,
Cramlington,,,,,,,,,,,,,,,,,,,,
Crane,,,,,,,,,,,,,,,,,,,,
Cranston,,,,,,,,,,,,,,,,,,,,
Crathorne,Crawthorne,Creathorne,,,,,,,,,,,,,,,,,,
Craven,,,,,,,,,,,,,,,,,,,,
Craw,Crawe,Crawes,,,,,,,,,,,,,,,,,,
Crawford,Crawforth,Crawforthe,Crawfoot,Craufort,Craforthe,Crafurth,Crafurthe,Crawfurth,Crawfurthe,Crowforthe,Crofote,,,,,,,,,
Cray,,,,,,,,,,,,,,,,,,,,
Cream,Ciream,,,,,,,,,,,,,,,,,,,
Cress,Cris,,,,,,,,,,,,,,,,,,,
Cresswell,Creswell,Crisswell,Chriswell,,,,,,,,,,,,,,,,,
Crocket,,,,,,,,,,,,,,,,,,,,
Croft,Crofte,,,,,,,,,,,,,,,,,,,
Crofton,Croftone,Croftonne,,,,,,,,,,,,,,,,,,
Crombye,,,,,,,,,,,,,,,,,,,,
Crome,Cromye,Crowmey,,,,,,,,,,,,,,,,,,
Crooks,Crook,Crooke,Crookes,Crockes,Croke,Crokes,Croocks,Crucks,Cruikes,Crukes,,,,,,,,,,
Crosby,Crosbye,Crosbey,Crosbie,Croseby,Crosseby,Crossebye,Crostbey,,,,,,,,,,,,,
Crosier,Croser,Crosser,Crosyer,Croyser,Croysser,Croyssier,Crozier,Croiser,Croisere,Croisser,Craisser,,,,,,,,,
Crosley,Croslaie,,,,,,,,,,,,,,,,,,,
Crosse,,,,,,,,,,,,,,,,,,,,
Croston,Crostone,,,,,,,,,,,,,,,,,,,
Crowe,Crow,,,,,,,,,,,,,,,,,,,
Crowther,Croother,,,,,,,,,,,,,,,,,,,
Cruddas,Crowdess,Crudas,Caruddus,Crawdis,,,,,,,,,,,,,,,,
Culley,Culli,Cullie,Cullye,,,,,,,,,,,,,,,,,
Cummings,Cominge,Comyng,Coming,Comynge,Comying,Comyn,Cumminge,Cuming,Cummin,Cumin,Cumyn,Comminge,Comming,Comehyng,Comin,Commyne,Commings,Cumynge,Cumming,Commyn
Cundall,Coundall,,,,,,,,,,,,,,,,,,,
Cunningham,Cuningham,Cunnyngham,Conhyngam,Coningham,Conningham,Connyngham,Conyngham,,,,,,,,,,,,,
Currey,Curry,Currye,Currie,Curre,Curray,Curye,Curie ,Curra,Curro,,,,,,,,,,,
Currier,Curriar,,,,,,,,,,,,,,,,,,,
Curtis,Curtisse,Courtis,Courtys,,,,,,,,,,,,,,,,,
Curwen,,,,,,,,,,,,,,,,,,,,
Cusson,Cussane,,,,,,,,,,,,,,,,,,,
Cuthbert,Cuthberte,Chutbert,Cuthbart,Cuthbarte,Cutberd,Cutbert,Cutchbert,Cuthbertus,Cutheberd,,,,,,,,,,,
Cuthbertson,Cuthbertsonne,,,,,,,,,,,,,,,,,,,
Cutter,Cutters,Cuttars,,,,,,,,,,,,,,,,,,
Gargrave,Cargrave,,,,,,,,,,,,,,,,,,,
Gawtley,Cawtley,,,,,,,,,,,,,,,,,,,
Grame,Craym,Creame,Criam,,,,,,,,,,,,,,,,,
Jewson,Chewson,,,,,,,,,,,,,,,,,,,
Jobling,Choblyng,,,,,,,,,,,,,,,,,,,
Jopling,Choplynge,,,,,,,,,,,,,,,,,,,
Kearsley,Cairslay,Cairsly,Cairslaie,Cairsley,,,,,,,,,,,,,,,,
Kepper,Cepper,,,,,,,,,,,,,,,,,,,
Kirkhouse,Circks,,,,,,,,,,,,,,,,,,,
Kitchell,Catchell,,,,,,,,,,,,,,,,,,,
Kitfield,Cetfeld,Ceteffet,,,,,,,,,,,,,,,,,,
Seth,Ceth,,,,,,,,,,,,,,,,,,,
Shadforth,Chawdbroth,,,,,,,,,,,,,,,,,,,
